lemma,pos,ehitz_freq,syls,syl_n
laudatu,V,1.097,lau-da-tu,3
laudorio,N,4.115,lau-do-ri-o,4
lauhazka,N,0.823,lau-haz-ka,3
lauki,N,30.175,lau-ki,2
laukitu,V,1.097,lau-ki-tu,3
adarzabal,G,0.823,a-dar-za-bal,4
laukitxo,N,1.92,lau-ki-txo,3
laukizuzen,G,3.566,lau-ki-zu-zen,4
lauko,N,2.195,lau-ko,2
laukote,N,1.097,lau-ko-te,3
laurden,N,23.866,laur-den,2
laurleko,N,1.097,laur-le-ko,3
lausengu,N,1.097,lau-sen-gu,3
arauemaile,G,3.566,a-ra-u-e-mai-le,6
lausenguka,A,0.823,lau-sen-gu-ka,4
lauso,N,3.292,lau-so,2
lausotu,V,2.743,lau-so-tu,3
lautada,N,17.282,lau-ta-da,3
laute,N,0.549,lau-te,2
lautu,V,3.566,lau-tu,2
lauza,N,1.097,lau-za,2
araugintza,N,3.017,a-rau-gin-tza,4
lauzpabost,D,6.309,lauz-pa-bost,3
laxante,N,0.823,la-xan-te,3
laxatu,V,2.469,la-xa-tu,3
laxo,N,0.823,la-xo,2
lazeria,N,0.549,la-ze-ri-a,4
lazgarri,G,3.292,laz-ga-rri,3
lazkaotar,N,0.549,laz-ka-o-tar,4
lazki,A,1.372,laz-ki,2
lazo,N,1.646,la-zo,2
arauka,N,0.549,a-rau-ka,3
lazotxo,N,1.372,la-zo-txo,3
laztan,N,7.681,laz-tan,2
laztandu,V,7.132,laz-tan-du,3
laztanka,A,1.097,laz-tan-ka,3
laztasun,N,0.823,laz-ta-sun,3
laztu,V,1.92,laz-tu,2
laztura,N,1.097,laz-tu-ra,3
legal,G,3.292,le-gal,2
arauketa,N,5.212,a-rau-ke-ta,4
legalitate,N,0.823,le-ga-li-ta-te,5
legalizatu,V,0.823,le-ga-li-za-tu,5
legalizazio,N,1.372,le-ga-li-za-zi-o,6
legalki,A,2.743,le-gal-ki,3
legamia,N,1.646,le-ga-mi-a,4
legar,N,0.823,le-gar,2
legatu,N,0.823,le-ga-tu,3
legatz,N,3.017,le-gatz,2
legazpiar,G,1.097,le-gaz-pi-ar,4
lege,N,273.22,le-ge,2
legealdi,N,0.549,le-ge-al-di,4
legebideztaketa,G,0.549,le-ge-bi-dez-ta-ke-ta,7
legebiltzar,N,9.875,le-ge-bil-tzar,4
legebiltzarkide,N,1.097,le-ge-bil-tzar-ki-de,6
legedi,N,2.743,le-ge-di,3
legegile,G,2.743,le-ge-gi-le,4
legegintza,N,6.309,le-ge-gin-tza,4
legegintzaldi,N,1.097,le-ge-gin-tzal-di,5
legegizon,N,2.195,le-ge-gi-zon,4
legelari,N,0.823,le-ge-la-ri,4
araupeketa,N,1.92,a-rau-pe-ke-ta,5
legen,N,0.549,le-gen,2
legenda,N,5.761,le-gen-da,3
legeria,N,9.327,le-ge-ri-a,4
legetxe,A,2.469,le-ge-txe,3
legez,A,128.38,le-gez,2
legezkotasun,N,0.549,le-gez-ko-ta-sun,5
legeztapen,N,0.823,le-gez-ta-pen,4
legeztatu,V,2.743,le-gez-ta-tu,4
legio,N,1.646,le-gi-o,3
legislatibo,G,0.549,le-gis-la-ti-bo,5
legislazio,N,1.372,le-gis-la-zi-o,5
legitimatu,V,0.823,le-gi-ti-ma-tu,5
legitimazio,N,2.743,le-gi-ti-ma-zi-o,6
legitimitate,N,2.469,le-gi-ti-mi-ta-te,6
legitimoki,A,0.549,le-gi-ti-mo-ki,5
araupetu,V,0.823,a-rau-pe-tu,4
lego,N,1.92,le-go,2
lehen,D,1478.293,le-hen,2
lehenago,A,262.247,le-he-na-go,4
lehenagoko,G,37.581,le-he-na-go-ko,5
lehenaldi,N,5.212,le-he-nal-di,4
lehenbailehen,A,29.626,le-hen-bai-le-hen,5
lehenbizi,N,31.272,le-hen-bi-zi,4
arautegi,N,9.601,a-rau-te-gi,4
lehenbizikorik,A,0.549,le-hen-bi-zi-ko-rik,6
lehendabizi,A,51.297,le-hen-da-bi-zi,5
lehendabiziko,D,58.978,le-hen-da-bi-zi-ko,6
lehendakari,N,40.873,le-hen-da-ka-ri,5
lehendakariorde,N,3.292,le-hen-da-ka-ri-or-de,7
lehendakaritza,N,22.22,le-hen-da-ka-ri-tza,6
adasdun,G,0.549,a-das-dun,3
arauteria,N,1.372,a-rau-te-ri-a,5
lehendanik,A,1.097,le-hen-da-nik,4
lehendik,A,39.776,le-hen-dik,3
lehenengo,D,566.19,le-he-nen-go,4
arautu,V,16.185,a-rau-tu,3
lehenetsi,V,1.646,le-he-ne-tsi,4
lehengai,N,3.84,le-hen-gai,3
lehengo,G,168.979,le-hen-go,3
lehengoratu,V,0.549,le-hen-go-ra-tu,5
lehengusina,N,1.92,le-hen-gu-si-na,5
lehengusu,N,9.875,le-hen-gu-su,4
lehenik,A,136.061,le-he-nik,3
arautzaile,N,0.823,a-rau-tzai-le,4
lehentasun,N,9.601,le-hen-ta-sun,4
lehentxeago,A,21.671,le-hen-txe-a-go,5
leher,O,10.15,le-her,2
lehergai,N,0.823,le-her-gai,3
lehergailu,N,4.389,le-her-gai-lu,4
leherkari,G,1.92,le-her-ka-ri,4
leherketa,N,8.778,le-her-ke-ta,4
lehertu,V,27.98,le-her-tu,3
arautze,N,2.195,a-rau-tze,3
lehia,N,19.476,le-hi-a,3
lehiaketa,N,98.48,le-hi-a-ke-ta,5
lehiaketagai,G,0.549,le-hi-a-ke-ta-gai,6
lehiakide,N,8.23,le-hi-a-ki-de,5
lehiatsu,G,0.549,le-hi-a-tsu,4
lehiatu,V,3.84,le-hi-a-tu,4
arauzko,G,14.813,a-rauz-ko,3
lehiatzaile,N,2.195,le-hi-a-tzai-le,5
lehoi,N,12.893,le-hoi,2
lehoikume,N,0.823,le-hoi-ku-me,4
lehoinabar,N,0.823,le-hoi-na-bar,4
lehor,G,22.768,le-hor,2
lehorketa,N,1.92,le-hor-ke-ta,4
lehorki,A,0.549,le-hor-ki,3
arazi,V,37.856,a-ra-zi,3
lehorreratu,V,3.017,le-ho-rre-ra-tu,5
lehortar,N,0.549,le-hor-tar,3
lehortasun,N,0.823,le-hor-ta-sun,4
lehorte,N,2.743,le-hor-te,3
lehortu,V,16.459,le-hor-tu,3
lei,N,5.761,lei,1
leial,G,17.282,le-ial,2
arazketa,N,3.017,a-raz-ke-ta,4
leialki,A,3.566,le-ial-ki,3
leialtasun,N,6.035,le-ial-ta-sun,4
leiar,N,0.823,le-iar,2
leihate,N,1.646,lei-ha-te,3
leihatila,N,3.292,lei-ha-ti-la,4
leiho,N,54.315,lei-ho,2
leihoratu,G,1.097,lei-ho-ra-tu,4
leinu,N,7.955,lei-nu,2
leitu,V,1.92,lei-tu,2
arazo,N,269.105,a-ra-zo,3
leitzar,N,1.372,lei-tzar,2
leize,N,16.733,lei-ze,2
leka,G,4.938,le-ka,2
lekadun,N,0.549,le-ka-dun,3
lekaide,N,8.504,le-kai-de,3
lekaidetxe,N,2.195,le-kai-de-txe,4
lekaime,N,4.389,le-kai-me,3
lekora,A,1.097,le-ko-ra,3
leku,N,339.879,le-ku,2
arazoketa,G,0.549,a-ra-zo-ke-ta,5
lekualdaketa,N,3.017,le-ku-al-da-ke-ta,6
lekualdatu,V,1.646,le-ku-al-da-tu,5
lekuka,A,1.097,le-ku-ka,3
lekuko,N,79.003,le-ku-ko,3
lekukotasun,N,6.584,le-ku-ko-ta-sun,5
lekukotza,N,0.823,le-ku-ko-tza,4
lekune,N,2.469,le-ku-ne,3
araztegi,N,0.823,a-raz-te-gi,4
lekutu,V,3.017,le-ku-tu,3
lekutxo,N,0.823,le-ku-txo,3
lekutze,N,1.646,le-ku-tze,3
lelo,G,8.23,le-lo,2
lelokeria,N,2.743,le-lo-ke-ri-a,5
lelotu,V,0.823,le-lo-tu,3
lema,N,10.698,le-ma,2
adats,N,5.761,a-dats,2
araztu,V,0.823,a-raz-tu,3
lemari,N,1.646,le-ma-ri,3
lemazain,N,1.097,le-ma-zain,3
lengoaia,N,20.848,len-go-a-ia,4
lengueta,G,0.549,len-gu-e-ta,4
leninismo,N,0.549,le-ni-nis-mo,4
leninista,G,2.743,le-ni-nis-ta,4
lente,N,5.212,len-te,2
lenteja,G,1.92,len-te-ja,3
leo,N,0.823,le-o,2
leopardo,N,0.549,le-o-par-do,4
arbaso,N,5.761,ar-ba-so,3
lepidoptero,N,0.823,le-pi-dop-te-ro,5
lepo,N,20.574,le-po,2
lepoko,N,6.309,le-po-ko,3
leporatu,V,11.796,le-po-ra-tu,4
lepradun,N,0.549,le-pra-dun,3
ler,N,1.372,ler,1
arbastaketa,G,0.549,ar-bas-ta-ke-ta,5
lera,N,2.195,le-ra,2
lerde,N,1.646,ler-de,2
lerden,G,4.938,ler-den,2
lerdentasun,N,1.372,ler-den-ta-sun,4
lerdo,G,1.92,ler-do,2
lerradura,N,0.549,le-rra-du-ra,4
lerrakuntza,N,1.097,le-rra-kun-tza,4
lerratu,V,3.84,le-rra-tu,3
lerro,N,101.771,le-rro,2
arbel,N,2.469,ar-bel,2
lerroka,A,1.097,le-rro-ka,3
lerrokada,N,3.566,le-rro-ka-da,4
lerrokadura,N,1.097,le-rro-ka-du-ra,5
lerrokatu,V,0.823,le-rro-ka-tu,4
lerrotu,V,0.549,le-rro-tu,3
lerrun,N,2.195,le-rrun,2
lertxun,N,0.823,ler-txun,2
lesakar,G,0.549,le-sa-kar,3
arbendol,N,0.823,ar-ben-dol,3
lesbiana,N,0.549,les-bi-a-na,4
lesio,N,4.115,le-si-o,3
lesionatu,V,1.097,le-si-o-na-tu,5
letagin,N,6.584,le-ta-gin,3
letra,N,85.861,le-tra,2
letradun,G,0.823,le-tra-dun,3
letragintza,N,0.549,le-tra-gin-tza,4
letraldatu,V,0.823,le-tral-da-tu,4
arbi,N,2.195,ar-bi,2
letratu,N,1.097,le-tra-tu,3
letrero,N,0.823,le-tre-ro,3
letxe,A,2.195,le-txe,2
letxes,N,1.372,le-txes,2
letxuga,N,2.469,le-txu-ga,3
leun,G,22.22,leun,1
leundu,V,5.761,leun-du,2
leunketa,N,0.823,leun-ke-ta,3
leunki,A,6.584,leun-ki,2
leunkiro,A,1.646,leun-ki-ro,3
arbitrario,G,1.097,ar-bi-tra-ri-o,5
leuntasun,N,0.549,leun-ta-sun,3
leuzemia,N,3.017,leu-ze-mi-a,4
lexema,N,1.372,le-xe-ma,3
lexikal,G,0.549,le-xi-kal,3
lexiko,N,18.654,le-xi-ko,3
lexikografia,N,1.097,le-xi-ko-gra-fi-a,6
lexikologia,N,1.92,le-xi-ko-lo-gi-a,6
lezio,N,1.646,le-zi-o,3
li,G,0.549,li,1
liana,N,0.549,li-a-na,3
arbitrarioki,A,1.646,ar-bi-tra-ri-o-ki,6
libelula,G,0.549,li-be-lu-la,4
libera,N,16.733,li-be-ra,3
liberal,G,16.459,li-be-ral,3
liberalismo,N,3.017,li-be-ra-lis-mo,5
liberatu,V,1.92,li-be-ra-tu,4
liberazio,N,2.195,li-be-ra-zi-o,5
libertate,N,7.407,li-ber-ta-te,4
liberto,G,0.549,li-ber-to,3
libra,N,10.15,li-bra,2
arbola,N,35.936,ar-bo-la,3
libratu,V,13.99,li-bra-tu,3
libre,G,86.958,li-bre,2
libreki,A,12.893,li-bre-ki,3
libreta,N,1.097,li-bre-ta,3
liburu,N,374.991,li-bu-ru,3
liburugile,N,0.549,li-bu-ru-gi-le,5
liburugintza,N,4.663,li-bu-ru-gin-tza,5
liburuki,N,6.584,li-bu-ru-ki,4
liburukote,N,1.372,li-bu-ru-ko-te,5
liburutegi,N,15.636,li-bu-ru-te-gi,5
arboladi,N,1.097,ar-bo-la-di,4
liburutxo,N,4.663,li-bu-ru-txo,4
liburuxka,N,32.918,li-bu-rux-ka,4
lider,N,2.743,li-der,2
lidertza,G,0.549,li-der-tza,3
lied,N,0.549,li-ed,2
liga,N,9.052,li-ga,2
ligatu,V,1.646,li-ga-tu,3
lige,N,1.097,li-ge,2
liho,N,0.549,li-ho,2
likatasun,N,1.92,li-ka-ta-sun,4
adausi,N,0.823,a-dau-si,3
arbuiagarri,G,1.372,ar-bu-ia-ga-rri,5
likatsu,G,1.097,li-ka-tsu,3
likidagarri,G,0.823,li-ki-da-ga-rri,5
likidatu,V,1.646,li-ki-da-tu,4
likidazio,N,3.017,li-ki-da-zi-o,5
likido,N,29.901,li-ki-do,3
likidotu,V,0.823,li-ki-do-tu,4
likindu,N,0.823,li-kin-du,3
likiskeria,N,0.549,li-kis-ke-ri-a,5
likistu,V,0.549,li-kis-tu,3
arbuiatu,V,10.424,ar-bu-ia-tu,4
likits,G,1.646,li-kits,2
likore,N,1.646,li-ko-re,3
lila,N,1.646,li-la,2
lili,N,5.212,li-li,2
lilipa,N,0.549,li-li-pa,3
lilitegi,N,0.549,li-li-te-gi,4
lilura,N,10.424,li-lu-ra,3
liluragarri,G,7.132,li-lu-ra-ga-rri,5
liluratu,V,7.955,li-lu-ra-tu,4
arbuio,N,0.823,ar-bu-io,3
liluratzaile,N,0.549,li-lu-ra-tzai-le,5
lima,N,1.097,li-ma,2
limite,N,1.646,li-mi-te,3
limo,N,0.549,li-mo,2
limoi,N,5.761,li-moi,2
limonada,N,1.92,li-mo-na-da,4
limosna,N,3.84,li-mos-na,3
limurtu,V,0.823,li-mur-tu,3
ardagai,N,0.549,ar-da-gai,3
linazi,N,0.823,li-na-zi,3
linbo,N,0.549,lin-bo,2
lindano,N,1.646,lin-da-no,3
linea,N,17.831,li-ne-a,3
lineal,G,5.212,li-ne-al,3
linealki,A,1.92,li-ne-al-ki,4
linfa,N,0.549,lin-fa,2
linfoma,N,1.646,lin-fo-ma,3
linguista,N,1.92,lin-gu-is-ta,4
linguistika,N,8.778,lin-gu-is-ti-ka,5
ardaila,N,1.92,ar-dai-la,3
linguistiko,G,11.796,lin-gu-is-ti-ko,5
linguistikoki,A,1.097,lin-gu-is-ti-ko-ki,6
linterna,N,11.796,lin-ter-na,3
lintzura,N,0.549,lin-tzu-ra,3
lio,G,1.372,li-o,2
lipar,N,3.292,li-par,2
lipidiko,G,0.549,li-pi-di-ko,4
lipido,N,0.549,li-pi-do,3
lira,N,4.663,li-ra,2
lirain,G,7.132,li-rain,2
ardandegi,N,1.097,ar-dan-de-gi,4
lirainki,A,0.549,li-rain-ki,3
lirdinga,N,0.549,lir-din-ga,3
lirika,N,2.469,li-ri-ka,3
liriko,G,2.469,li-ri-ko,3
lirikotasun,N,0.823,li-ri-ko-ta-sun,5
lirismo,N,0.549,li-ris-mo,3
lis,N,0.823,lis,1
lisatu,V,2.195,li-sa-tu,3
lisina,N,0.549,li-si-na,3
liskar,N,6.035,lis-kar,2
ardatz,N,72.968,ar-datz,2
lista,N,4.115,lis-ta,2
listatu,V,0.549,lis-ta-tu,3
listo,G,3.84,lis-to,2
listu,V,2.743,lis-tu,2
litera,N,1.646,li-te-ra,3
literalismo,N,0.549,li-te-ra-lis-mo,5
literalki,A,2.469,li-te-ral-ki,4
literario,G,17.282,li-te-ra-ri-o,5
literarioki,A,0.549,li-te-ra-ri-o-ki,6
literato,N,2.195,li-te-ra-to,4
literatura,N,149.503,li-te-ra-tu-ra,5
literaturgile,G,1.097,li-te-ra-tur-gi-le,6
literaturgintza,N,1.646,li-te-ra-tur-gin-tza,6
litografia,N,1.646,li-to-gra-fi-a,5
litologia,N,0.823,li-to-lo-gi-a,5
litosfera,N,1.646,li-tos-fe-ra,4
litosferiko,G,0.549,li-tos-fe-ri-ko,5
litro,N,36.21,li-tro,2
litroka,A,0.823,li-tro-ka,3
lits,N,1.92,lits,1
ardaztu,V,0.549,ar-daz-tu,3
lituaniera,N,2.469,li-tu-a-ni-e-ra,6
liturgia,N,13.716,li-tur-gi-a,4
liturgiko,G,0.549,li-tur-gi-ko,4
liturkizun,N,0.549,li-tur-ki-zun,4
litxarreria,N,0.823,li-txa-rre-ri-a,5
lixa,N,0.549,li-xa,2
lixatu,V,1.097,li-xa-tu,3
lixiba,N,3.566,li-xi-ba,3
lizar,N,3.292,li-zar,2
lizentzia,N,12.344,li-zen-tzi-a,4
ardi,N,48.828,ar-di,2
lizentziatu,V,5.212,li-zen-tzi-a-tu,5
lizentziatura,N,4.663,li-zen-tzi-a-tu-ra,6
lizeo,N,1.92,li-ze-o,3
lizitatu,G,0.549,li-zi-ta-tu,4
lizitatzaile,N,1.646,li-zi-ta-tzai-le,5
lizitazio,N,6.584,li-zi-ta-zi-o,5
liztor,N,1.372,liz-tor,2
lizun,N,5.212,li-zun,2
lizunbera,G,0.549,li-zun-be-ra,4
lizundu,V,1.372,li-zun-du,3
abangoardista,N,1.097,a-ban-go-ar-dis-ta,6
adaxka,N,1.92,a-dax-ka,3
arditegi,N,0.549,ar-di-te-gi,4
lizunkeria,N,3.017,li-zun-ke-ri-a,5
lo,N,182.695,lo,1
loeragingailu,N,0.823,lo-e-ra-gin-gai-lu,6
lolo,N,3.84,lo-lo,2
loaldi,N,1.097,lo-al-di,3
loba,N,1.372,lo-ba,2
lobulu,N,1.646,lo-bu-lu,3
lodi,G,30.998,lo-di,2
lodiera,N,13.99,lo-di-e-ra,4
lodikote,G,2.743,lo-di-ko-te,4
ardo,N,42.793,ar-do,2
loditu,V,4.115,lo-di-tu,3
logabetasun,N,1.097,lo-ga-be-ta-sun,5
logale,N,0.823,lo-ga-le,3
logaritmo,N,0.549,lo-ga-rit-mo,4
logela,N,11.521,lo-ge-la,3
logika,N,29.352,lo-gi-ka,3
logikari,N,1.92,lo-gi-ka-ri,4
logiko,N,12.07,lo-gi-ko,3
logikoki,A,3.292,lo-gi-ko-ki,4
ardogintza,N,0.549,ar-do-gin-tza,4
logopeda,N,0.823,lo-go-pe-da,4
logos,N,0.549,lo-gos,2
logotipo,N,0.549,lo-go-ti-po,4
logura,N,3.84,lo-gu-ra,3
lohi,N,3.566,lo-hi,2
lohitsu,G,0.549,lo-hi-tsu,3
lohitu,V,2.195,lo-hi-tu,3
loina,N,0.823,loi-na,2
loiolatar,G,0.549,lo-io-la-tar,4
loka,G,1.097,lo-ka,2
ardura,N,135.238,ar-du-ra,3
lokailu,N,1.646,lo-kai-lu,3
lokal,N,14.264,lo-kal,2
lokalizatu,V,1.097,lo-ka-li-za-tu,5
lokalizazio,N,1.372,lo-ka-li-za-zi-o,6
lokalki,A,0.549,lo-kal-ki,3
lokarri,N,16.459,lo-ka-rri,3
lokartu,V,4.115,lo-kar-tu,3
lokatibo,G,0.549,lo-ka-ti-bo,4
lokatz,N,3.84,lo-katz,2
arduradun,N,26.883,ar-du-ra-dun,4
lokera,N,1.097,lo-ke-ra,3
loki,N,0.823,lo-ki,2
lokotx,N,1.097,lo-kotx,2
lokuzio,N,0.549,lo-ku-zi-o,4
lona,N,1.372,lo-na,2
longitudinal,G,0.823,lon-gi-tu-di-nal,5
lonja,N,0.549,lon-ja,2
lor,N,55.412,lor,1
loraketa,N,0.549,lo-ra-ke-ta,4
loraldi,N,1.646,lo-ral-di,3
arduragabe,G,1.097,ar-du-ra-ga-be,5
lorategi,N,13.99,lo-ra-te-gi,4
loratu,V,7.407,lo-ra-tu,3
lorbide,N,0.549,lor-bi-de,3
lord,N,8.504,lord,1
lore,N,79.003,lo-re,2
loretsu,G,0.823,lo-re-tsu,3
loretxo,N,1.372,lo-re-txo,3
arduragabekeria,N,1.92,ar-du-ra-ga-be-ke-ri-a,8
lorezain,N,0.549,lo-re-zain,3
lorezaintza,N,0.549,lo-re-zain-tza,4
lorezil,N,1.097,lo-re-zil,3
loreztatu,V,0.549,lo-rez-ta-tu,4
loria,N,3.566,lo-ri-a,3
loriatu,V,1.097,lo-ri-a-tu,4
lorketa,N,0.823,lor-ke-ta,3
lorkizun,G,0.823,lor-ki-zun,3
arduragabeko,G,0.823,ar-du-ra-ga-be-ko,6
lorkuntza,N,0.549,lor-kun-tza,3
loro,N,1.92,lo-ro,2
lorpen,N,10.973,lor-pen,2
lorratz,N,1.92,lo-rratz,2
lorreta,N,0.549,lo-rre-ta,3
lorrindu,V,1.097,lo-rrin-du,3
lortu,V,430.677,lor-tu,2
losintxa,N,0.823,lo-sin-txa,3
lotailu,N,0.823,lo-tai-lu,3
arduragarri,G,0.549,ar-du-ra-ga-rri,5
lotaratu,V,0.549,lo-ta-ra-tu,4
lotazil,N,0.549,lo-ta-zil,3
lote,N,1.92,lo-te,2
loteria,N,5.212,lo-te-ri-a,4
loti,G,2.743,lo-ti,2
loto,N,0.549,lo-to,2
lotsa,N,36.758,lo-tsa,2
lotsagabe,G,9.327,lo-tsa-ga-be,4
lotsagabekeria,N,2.469,lo-tsa-ga-be-ke-ri-a,7
ardurako,G,0.549,ar-du-ra-ko,4
lotsagabeki,A,1.372,lo-tsa-ga-be-ki,5
lotsagaldu,G,1.097,lo-tsa-gal-du,4
lotsagarri,G,10.973,lo-tsa-ga-rri,4
lotsagarrizko,G,0.549,lo-tsa-ga-rriz-ko,5
lotsaizun,N,0.549,lo-tsai-zun,3
lotsakor,G,0.823,lo-tsa-kor,3
lotsari,N,1.372,lo-tsa-ri,3
lotsati,G,5.761,lo-tsa-ti,3
lotsatu,V,11.521,lo-tsa-tu,3
adbekzio,G,0.823,ad-bek-zi-o,4
arduralaritza,N,22.768,ar-du-ra-la-ri-tza,6
lotsor,G,0.823,lo-tsor,2
lotu,V,102.32,lo-tu,2
lotune,N,0.823,lo-tu-ne,3
lotura,N,110.55,lo-tu-ra,3
lozorro,N,2.743,lo-zo-rro,3
arduralaritzabide,N,1.097,ar-du-ra-la-ri-tza-bi-de,8
luberri,N,0.549,lu-be-rri,3
luberritu,V,0.823,lu-be-rri-tu,4
ludi,N,10.424,lu-di,2
ludiko,G,6.309,lu-di-ko,3
lugin,N,0.549,lu-gin,2
lugintza,N,0.549,lu-gin-tza,3
lukainka,N,5.486,lu-kain-ka,3
lukur,G,0.549,lu-kur,2
lukurreria,N,0.549,lu-ku-rre-ri-a,5
luma,N,22.494,lu-ma,2
lumalari,G,0.549,lu-ma-la-ri,4
luminoso,N,0.549,lu-mi-no-so,4
lunbrizido,G,0.823,lun-bri-zi-do,4
lupa,N,3.017,lu-pa,2
lupia,N,0.549,lu-pi-a,3
lupus,G,1.097,lu-pus,2
lur,N,288.856,lur,1
lurjabe,N,3.017,lur-ja-be,3
lurbira,N,6.584,lur-bi-ra,3
lurdun,G,1.097,lur-dun,2
lurgaineko,G,3.292,lur-gai-ne-ko,4
lurkoi,G,0.549,lur-koi,2
lurmutur,N,1.646,lur-mu-tur,3
lurpe,N,0.549,lur-pe,2
lurperatu,V,7.955,lur-pe-ra-tu,4
arduratsu,G,4.663,ar-du-ra-tsu,4
lurralde,N,279.529,lu-rral-de,3
lurraldeka,A,0.823,lu-rral-de-ka,4
lurraldetar,G,0.549,lu-rral-de-tar,4
lurraldetasun,N,0.549,lu-rral-de-ta-sun,5
lurrandidun,G,0.549,lu-rran-di-dun,4
lurreratu,V,7.132,lu-rre-ra-tu,4
lurrikara,N,5.761,lu-rri-ka-ra,4
arduratu,V,48.554,ar-du-ra-tu,4
lurrin,N,9.601,lu-rrin,2
lurrindu,V,4.663,lu-rrin-du,3
lurringintza,N,0.549,lu-rrin-gin-tza,4
lurrontzi,N,0.549,lu-rron-tzi,3
lurrun,N,6.309,lu-rrun,2
lurrundu,V,2.195,lu-rrun-du,3
lursail,N,13.167,lur-sail,2
lurtar,G,1.92,lur-tar,2
lurtegi,N,0.823,lur-te-gi,3
lurzoru,N,17.831,lur-zo-ru,3
lutelesti,N,0.549,lu-te-les-ti,4
lutita,G,0.549,lu-ti-ta,3
luxu,N,5.486,lu-xu,2
luz,N,1.097,luz,1
luzadura,N,1.372,lu-za-du-ra,4
luzagarri,G,0.823,lu-za-ga-rri,4
luzakin,N,1.646,lu-za-kin,3
luzamendu,N,1.646,lu-za-men-du,4
luzanga,G,6.584,lu-zan-ga,3
luzapen,N,9.327,lu-za-pen,3
luzaran,G,0.823,lu-za-ran,3
luzaro,A,34.29,lu-za-ro,3
luzaroan,A,28.255,lu-za-ro-an,4
luzaroko,G,4.663,lu-za-ro-ko,4
luzarora,A,3.84,lu-za-ro-ra,4
luzarotxoan,N,0.549,lu-za-ro-txo-an,5
luzatu,V,77.357,lu-za-tu,3
luzaz,A,16.733,lu-zaz,2
luze,G,240.027,lu-ze,2
luzeagotu,N,0.549,lu-ze-a-go-tu,5
luzedun,G,1.097,lu-ze-dun,3
luzeka,A,1.372,lu-ze-ka,3
luzemetraia,N,0.823,lu-ze-me-tra-ia,5
luzetaraka,N,0.549,lu-ze-ta-ra-ka,5
luzetasun,N,0.823,lu-ze-ta-sun,4
luzetxo,G,1.646,lu-ze-txo,3
luzexka,G,3.84,lu-zex-ka,3
madari,N,3.566,ma-da-ri,3
madarikatu,G,20.574,ma-da-ri-ka-tu,5
madarikazio,N,2.743,ma-da-ri-ka-zi-o,6
madarikazioka,A,0.549,ma-da-ri-ka-zi-o-ka,7
adberbio,N,4.115,ad-ber-bi-o,4
are,N,173.917,a-re,2
madariondo,N,0.549,ma-da-ri-on-do,5
madrildar,G,0.549,ma-dril-dar,3
mafia,N,1.097,ma-fi-a,3
mafioso,G,0.549,ma-fi-o-so,4
magal,N,0.823,ma-gal,2
magdalena,N,4.115,mag-da-le-na,4
magia,N,10.15,ma-gi-a,3
magiko,G,8.778,ma-gi-ko,3
magikoki,A,0.549,ma-gi-ko-ki,4
magina,N,0.549,ma-gi-na,3
magisterio,G,1.92,ma-gis-te-ri-o,5
magisteritza,N,2.195,ma-gis-te-ri-tza,5
magistratu,N,1.372,ma-gis-tra-tu,4
magma,N,1.92,mag-ma,2
magnesia,N,0.549,mag-ne-si-a,4
magnesio,N,3.017,mag-ne-si-o,4
magnetiko,G,12.344,mag-ne-ti-ko,4
magnetismo,N,1.097,mag-ne-tis-mo,4
magnetita,N,0.823,mag-ne-ti-ta,4
magnetizatu,V,0.549,mag-ne-ti-za-tu,5
magnetizazio,N,0.823,mag-ne-ti-za-zi-o,6
magnetofono,N,1.372,mag-ne-to-fo-no,5
magnificat,G,1.097,mag-ni-fi-cat,4
magnitude,N,17.008,mag-ni-tu-de,4
mago,G,3.84,ma-go,2
mahai,N,107.532,ma-hai,2
mahaiburu,N,0.823,ma-hai-bu-ru,4
mahaidun,G,0.549,ma-hai-dun,3
mahaikide,N,5.486,ma-hai-ki-de,4
mahairatu,V,2.469,ma-hai-ra-tu,4
mahaitxo,N,1.92,ma-hai-txo,3
mahaspasa,N,0.823,ma-has-pa-sa,4
mahasti,N,3.566,ma-has-ti,3
mahastigintza,G,0.549,ma-has-ti-gin-tza,5
mahats,N,5.486,ma-hats,2
mahatsondo,N,0.823,ma-ha-tson-do,4
mahometano,N,0.549,ma-ho-me-ta-no,5
areagotu,V,42.245,a-re-a-go-tu,5
mahuka,N,3.566,ma-hu-ka,3
mai,G,11.521,mai,1
maia,N,4.389,ma-ia,2
maiar,N,1.097,ma-iar,2
maiatz,N,2.195,ma-iatz,2
maiestate,N,5.212,ma-ies-ta-te,4
maila,N,415.041,mai-la,2
mailadi,N,1.92,mai-la-di,3
mailak,N,28.803,mai-lak,2
mailakatu,V,2.195,mai-la-ka-tu,4
mailaketa,N,6.309,mai-la-ke-ta,4
mailatu,V,0.549,mai-la-tu,3
mailegatu,V,1.646,mai-le-ga-tu,4
mailegu,N,19.751,mai-le-gu,3
mailegutza,G,0.549,mai-le-gu-tza,4
mailing,N,0.549,mai-ling,2
maillot,N,2.195,mai-llot,2
mailu,N,8.778,mai-lu,2
mailuka,N,1.646,mai-lu-ka,3
mailukatu,V,0.549,mai-lu-ka-tu,4
mailuki,N,0.549,mai-lu-ki,3
maina,N,0.823,mai-na,2
maindire,N,8.23,main-di-re,3
maingu,G,1.92,main-gu,2
mainguka,A,0.549,main-gu-ka,3
