lemma,ehme_n,ehme_freq,ehme_log,pos,nwords,lemmalength
beheragotu,1,0.04,0.02,adi,1,10
beheraka,87,3.83,0.68,ize,1,8
beherakada,298,13.12,1.15,ize,15,10
beherakako,9,0.4,0.15,adj,3,10
beheraketa,3,0.13,0.05,ize,2,10
beherako,557,24.52,1.41,ize,18,8
beherakor,8,0.35,0.13,adj,5,9
beheraldi,155,6.82,0.89,ize,15,9
beheramendu,2,0.09,0.04,ize,2,11
beheranzko,105,4.62,0.75,adj,5,10
beherapen,106,4.67,0.75,ize,12,9
beherapendu,11,0.48,0.17,ize,4,11
beheratu,270,11.88,1.11,adi,20,8
beheratzaile,1,0.04,0.02,adj,1,12
beheratze,31,1.36,0.37,adi,8,9
behere,851,37.46,1.59,adj,26,6
beherear,5,0.22,0.09,adj,2,8
beherekalde,5,0.22,0.09,ize,2,11
beherengo,10,0.44,0.16,adj,4,9
beheresmen,2,0.09,0.04,ize,1,10
beheretar,1,0.04,0.02,adj,1,9
beheretiar,9,0.4,0.15,adj,3,10
behetar,1,0.04,0.02,adj,1,7
beheti,8,0.35,0.13,adb,1,6
behetika,1,0.04,0.02,adb,1,8
behetiko,5,0.22,0.09,adj,1,8
behetitu,2,0.09,0.04,adi,1,8
behetu,1,0.04,0.02,adi,1,6
behexi,16,0.7,0.23,adj,7,6
behi,1468,64.61,1.82,ize,43,4
behiala,178,7.83,0.95,adb,1,7
behialako,182,8.01,0.95,adj,6,9
behiki,26,1.14,0.33,ize,6,6
behin,18261,803.76,2.91,adb,4,5
behinbakarkari,2,0.09,0.04,adj,1,14
behinean,182,8.01,0.95,bes,1,8
behineko,1142,50.27,1.71,adj,12,8
behinekotasun,130,5.72,0.83,ize,9,13
behinekotz,1,0.04,0.02,adb,1,10
behinekoz,53,2.33,0.52,adb,1,9
behinen,143,6.29,0.86,adj,13,7
behinere,55,2.42,0.53,adb,1,8
behingo,163,7.17,0.91,adj,7,7
behingoan,192,8.45,0.98,adb,1,9
behingoaz,1,0.04,0.02,adb,1,9
behingora,1,0.04,0.02,adj,1,9
behingotz,8,0.35,0.13,adb,1,9
behingoz,859,37.81,1.59,adb,1,8
behinik,776,34.16,1.55,bes,1,7
behinipein,1,0.04,0.02,adb,1,10
behinka,52,2.29,0.52,bes,1,7
behinkako,4,0.18,0.07,adj,1,9
behinola,293,12.9,1.14,adb,1,8
behinolako,65,2.86,0.59,adb,1,10
behintzat,5879,258.77,2.41,adb,1,9
behitegi,17,0.75,0.24,ize,8,8
behizain,35,1.54,0.4,ize,7,8
behoka,19,0.84,0.26,ize,3,6
behor,219,9.64,1.03,ize,18,5
behorlegitar,1,0.04,0.02,adj,1,12
behortegi,2,0.09,0.04,ize,2,9
beige,3,0.13,0.05,adj,1,5
beihala,31,1.36,0.37,adb,4,7
beila,543,23.9,1.4,ize,21,5
beilaldi,3,0.13,0.05,ize,3,8
beilari,270,11.88,1.11,ize,20,7
beilaritza,2,0.09,0.04,ize,1,10
beilategi,6,0.26,0.1,ize,2,9
beilatiar,11,0.48,0.17,ize,4,9
beilatoki,37,1.63,0.42,ize,10,9
beilatu,5,0.22,0.09,adi,3,7
beilegi,55,2.42,0.53,adj,15,7
beilexka,1,0.04,0.02,adj,1,8
beinke,4,0.18,0.07,ize,1,6
beira,521,22.93,1.38,ize,36,5
beiradi,2,0.09,0.04,ize,2,7
beiradura,9,0.4,0.15,ize,4,9
beiragile,5,0.22,0.09,ize,3,9
beiragin,2,0.09,0.04,ize,2,8
beiragintza,3,0.13,0.05,ize,2,11
beirakara,4,0.18,0.07,adj,2,9
beiraki,64,2.82,0.58,ize,14,7
beirate,63,2.77,0.58,ize,18,7
beirategi,10,0.44,0.16,ize,5,9
beirateria,2,0.09,0.04,ize,1,10
beiratu,52,2.29,0.52,adi,12,7
beiraztatu,3,0.13,0.05,adi,3,10
beis,1,0.04,0.02,adj,1,4
beisbol,63,2.77,0.58,ize,11,7
beita,17,0.75,0.24,ize,5,5
beitatu,103,4.53,0.74,adi,3,7
beitu,70,3.08,0.61,adi,2,5
beix,19,0.84,0.26,adj,8,4
beizamar,6,0.26,0.1,adj,2,8
bejetal,3,0.13,0.05,ize,2,7
bejon,1,0.04,0.02,bes,1,5
bejondaiola,1,0.04,0.02,bes,1,11
bejondeiala,19,0.84,0.26,bes,1,11
bejondeiela,13,0.57,0.2,bes,1,11
bejondeigula,3,0.13,0.05,bes,1,12
bejondeiola,20,0.88,0.27,bes,1,11
bejondeizuela,5,0.22,0.09,bes,1,13
bejondeizula,22,0.97,0.29,bes,1,12
bejondiela,5,0.22,0.09,bes,1,10
bejondigula,1,0.04,0.02,bes,1,11
bejondiola,2,0.09,0.04,bes,1,10
bejondizuela,1,0.04,0.02,bes,1,12
bejondizula,2,0.09,0.04,bes,1,11
beka,286,12.59,1.13,ize,20,4
bekadun,65,2.86,0.59,ize,12,7
bekain,337,14.83,1.2,ize,22,6
bekaineko,3,0.13,0.05,ize,2,9
bekaitz,135,5.94,0.84,adj,15,7
bekaizgarri,3,0.13,0.05,adj,1,11
bekaizgo,18,0.79,0.25,ize,8,8
bekaizkeria,128,5.63,0.82,ize,10,11
bekaizko,1,0.04,0.02,ize,1,8
bekaizti,50,2.2,0.51,adj,11,8
bekaizto,10,0.44,0.16,ize,4,8
bekaiztu,27,1.19,0.34,adi,8,8
bekan,26,1.14,0.33,ize,4,5
bekar,4,0.18,0.07,ize,1,5
bekario,2,0.09,0.04,ize,2,7
bekartsu,2,0.09,0.04,adj,2,8
bekatari,374,16.46,1.24,adj,31,8
bekatore,14,0.62,0.21,adj,8,8
bekatoros,20,0.88,0.27,adj,5,9
bekatu,2672,117.61,2.07,ize,47,6
bekatubide,4,0.18,0.07,ize,2,10
bekatupean,3,0.13,0.05,adb,1,10
bekatuzko,25,1.1,0.32,adb,1,9
bekereke,2,0.09,0.04,ize,2,8
beko,123,5.41,0.81,bes,1,4
bekoki,564,24.82,1.41,ize,17,6
bekokiratu,2,0.09,0.04,adi,2,10
bekorotz,8,0.35,0.13,ize,5,8
bekosko,11,0.48,0.17,ize,4,7
bekoz,117,5.15,0.79,adb,1,5
bekozko,187,8.23,0.97,ize,9,7
bekozkodun,2,0.09,0.04,ize,2,10
bektore,13,0.57,0.2,ize,4,7
bekuntze,2,0.09,0.04,ize,2,8
bela,334,14.7,1.2,ize,16,4
belabeltz,7,0.31,0.12,ize,3,9
beladore,2,0.09,0.04,ize,2,8
belagi,3,0.13,0.05,ize,2,6
belagile,30,1.32,0.37,ize,10,8
belai,8,0.35,0.13,ize,5,5
belaki,67,2.95,0.6,ize,13,6
belakume,1,0.04,0.02,ize,1,8
belaontzi,145,6.38,0.87,ize,21,9
belar,2063,90.8,1.96,ize,37,5
belardi,352,15.49,1.22,ize,22,7
belardun,1,0.04,0.02,ize,1,8
belare,3,0.13,0.05,ize,2,6
belargile,3,0.13,0.05,ize,3,9
belargune,6,0.26,0.1,ize,3,9
belarjale,12,0.53,0.18,adj,6,9
belarkara,2,0.09,0.04,adj,2,9
belarketa,1,0.04,0.02,ize,1,9
belarki,1,0.04,0.02,ize,1,7
belarmeta,3,0.13,0.05,ize,1,9
belarmin,5,0.22,0.09,ize,2,8
belarpe,2,0.09,0.04,ize,1,7
belarri,3675,161.76,2.21,ize,60,7
belarrietaratu,1,0.04,0.02,adi,1,14
belarrigabetu,2,0.09,0.04,adi,1,13
belarriluze,6,0.26,0.1,adj,3,11
belarrimotz,5,0.22,0.09,adj,3,11
belarriondo,3,0.13,0.05,ize,3,11
belarriratu,36,1.58,0.41,adi,3,11
belarritako,130,5.72,0.83,ize,17,11
belarrizulo,6,0.26,0.1,ize,4,11
belarrondo,8,0.35,0.13,ize,6,10
belarrondoko,102,4.49,0.74,ize,9,12
belartegi,5,0.22,0.09,ize,3,9
belartsu,13,0.57,0.2,adj,7,8
belartza,14,0.62,0.21,ize,4,8
belartze,3,0.13,0.05,adi,2,8
belaska,3,0.13,0.05,adj,2,7
belaskeria,3,0.13,0.05,ize,3,10
belaso,5,0.22,0.09,ize,5,6
belasoro,4,0.18,0.07,ize,2,8
belategi,1,0.04,0.02,ize,1,8
belatu,2,0.09,0.04,adi,1,6
belatxinga,17,0.75,0.24,ize,3,10
belatz,143,6.29,0.86,adj,13,6
belaun,1311,57.7,1.77,ize,30,6
belaunaldi,1733,76.28,1.89,ize,59,10
belaunaulki,5,0.22,0.09,ize,4,11
belaunburu,47,2.07,0.49,ize,15,10
belauneko,105,4.62,0.75,ize,3,9
belaunetako,12,0.53,0.18,ize,2,11
belaunezur,7,0.31,0.12,ize,4,10
belaunikaldi,1,0.04,0.02,ize,1,12
belaunikatu,324,14.26,1.18,adi,23,11
belauniko,429,18.88,1.3,adb,1,9
belaunkada,1,0.04,0.02,ize,1,10
belaunkatu,3,0.13,0.05,adi,3,10
belaunkide,2,0.09,0.04,ize,2,10
belaunpe,6,0.26,0.1,ize,1,8
belauntzi,31,1.36,0.37,ize,12,9
belaxka,35,1.54,0.4,adj,11,7
belaxkakeria,1,0.04,0.02,ize,1,12
belaxkatu,2,0.09,0.04,adi,1,9
belaxkeria,5,0.22,0.09,ize,4,10
belaze,147,6.47,0.87,ize,22,6
belazurrun,1,0.04,0.02,ize,1,10
beldar,16,0.7,0.23,ize,6,6
beldugarri,3,0.13,0.05,adj,1,10
beldur,8133,357.98,2.56,ize,37,6
beldurgabe,11,0.48,0.17,adj,7,10
beldurgarri,1186,52.2,1.73,adj,55,11
beldurgarriro,6,0.26,0.1,adb,1,13
beldurgarrizko,8,0.35,0.13,adj,1,14
beldurjasa,1,0.04,0.02,ize,1,10
beldurkeria,1,0.04,0.02,ize,1,11
beldurpean,10,0.44,0.16,adb,1,10
beldurraizez,1,0.04,0.02,adb,1,12
beldurrak,712,31.34,1.51,ize,1,9
beldurrez,1242,54.67,1.75,ize,1,9
beldurti,123,5.41,0.81,adj,18,8
beldurtu,997,43.88,1.65,adi,37,8
bele,339,14.92,1.2,ize,18,4
belebeltz,4,0.18,0.07,ize,3,9
belekume,6,0.26,0.1,ize,3,8
belemnite,3,0.13,0.05,ize,2,9
belen,115,5.06,0.78,ize,3,5
belendrin,1,0.04,0.02,adj,1,9
beleta,5,0.22,0.09,ize,3,6
beletzar,2,0.09,0.04,ize,2,8
belezomorro,4,0.18,0.07,ize,3,11
belgiar,19,0.84,0.26,adj,4,7
belgikano,6,0.26,0.1,adj,2,9
belgikar,222,9.77,1.03,adj,15,8
beligerante,3,0.13,0.05,adj,3,11
beligerantzia,1,0.04,0.02,ize,1,13
beliko,9,0.4,0.15,adj,6,6
belizismo,1,0.04,0.02,ize,1,9
belizista,2,0.09,0.04,adj,2,9
beljikano,6,0.26,0.1,adj,2,9
belo,759,33.41,1.54,ize,14,4
belodromo,213,9.38,1.02,ize,9,9
belote,4,0.18,0.07,ize,2,6
belozimetro,1,0.04,0.02,ize,1,11
belozipedo,1,0.04,0.02,ize,1,10
beltx,122,5.37,0.8,adj,12,5
beltxaran,35,1.54,0.4,adj,8,9
beltxarga,68,2.99,0.6,ize,6,9
beltxata,1,0.04,0.02,ize,1,8
beltxatu,2,0.09,0.04,adi,2,8
beltz,8793,387.03,2.59,adj,92,5
beltzaile,2,0.09,0.04,adj,2,9
beltzaire,9,0.4,0.15,ize,6,9
beltzaran,526,23.15,1.38,adj,25,9
beltzarandu,13,0.57,0.2,adi,8,11
beltzarro,2,0.09,0.04,adj,2,9
beltzatu,10,0.44,0.16,adi,5,8
beltzaxka,8,0.35,0.13,adj,2,9
beltzeria,30,1.32,0.37,ize,1,9
beltzexka,1,0.04,0.02,adj,1,9
beltzil,2,0.09,0.04,ize,2,7
beltzitu,4,0.18,0.07,adi,3,8
beltzune,26,1.14,0.33,ize,8,8
beltzurdin,1,0.04,0.02,adj,1,10
beltzuri,70,3.08,0.61,adj,11,8
beltzurika,17,0.75,0.24,adb,1,10
beltzuritu,15,0.66,0.22,adi,7,10
belu,15,0.66,0.22,adj,5,4
beluga,1,0.04,0.02,ize,1,6
belunune,2,0.09,0.04,ize,2,8
beluri,4,0.18,0.07,adj,4,6
belus,177,7.79,0.94,ize,14,5
belusatu,6,0.26,0.1,adj,3,8
belutu,1,0.04,0.02,adi,1,6
belzdun,7,0.31,0.12,adj,3,7
belzkara,6,0.26,0.1,adj,3,8
belzkeria,20,0.88,0.27,ize,4,9
belzkote,6,0.26,0.1,adj,3,8
belztasun,59,2.6,0.56,ize,10,9
belztu,421,18.53,1.29,adi,38,6
belztura,3,0.13,0.05,adi,2,8
bemol,7,0.31,0.12,adj,3,5
ben,646,28.43,1.47,adj,5,3
benatsu,5,0.22,0.09,adj,3,7
benaz,28,1.23,0.35,adb,1,5
benazki,1,0.04,0.02,adb,1,7
benazko,43,1.89,0.46,adj,12,7
benda,89,3.92,0.69,ize,8,5
bendaje,5,0.22,0.09,ize,3,7
bendatu,23,1.01,0.3,adi,8,7
bendizio,15,0.66,0.22,ize,5,8
bene,245,10.78,1.07,ize,1,4
benedikano,5,0.22,0.09,adj,2,10
benedikapen,17,0.75,0.24,ize,6,11
benedikatu,160,7.04,0.91,adi,20,10
benedikazio,10,0.44,0.16,ize,4,11
benediktar,3,0.13,0.05,adj,2,10
benediktino,2,0.09,0.04,adj,2,11
beneditano,55,2.42,0.53,adj,9,10
beneditar,50,2.2,0.51,adj,11,9
benedizio,3,0.13,0.05,ize,2,9
benedizione,38,1.67,0.43,ize,9,11
benefizentzia,3,0.13,0.05,ize,2,13
benefizio,34,1.5,0.4,ize,11,9
beneikatu,3,0.13,0.05,adi,3,9
beneizione,9,0.4,0.15,ize,6,10
benekotasun,10,0.44,0.16,ize,6,11
beneno,6,0.26,0.1,ize,2,6
beneragarri,66,2.91,0.59,adj,12,11
beneratu,91,4.01,0.7,adi,13,8
benerazio,48,2.11,0.49,ize,8,9
benereo,3,0.13,0.05,adj,3,7
benetako,4562,200.8,2.3,adj,30,8
benetakotasun,56,2.46,0.54,ize,11,13
benetan,5346,235.31,2.37,adb,1,7
benetasun,3,0.13,0.05,ize,3,9
bengala,18,0.79,0.25,ize,4,7
bengalera,1,0.04,0.02,ize,1,9
bengali,4,0.18,0.07,ize,2,7
bengantza,7,0.31,0.12,ize,1,9
bengoetxear,1,0.04,0.02,adj,1,11
bengoetxeatar,1,0.04,0.02,adj,1,13
benial,14,0.62,0.21,ize,6,6
benindar,5,0.22,0.09,adj,3,8
benjamindar,68,2.99,0.6,adj,9,11
beno,703,30.94,1.5,bes,1,4
benta,298,13.12,1.15,ize,20,5
bentaja,30,1.32,0.37,ize,6,7
bentana,2,0.09,0.04,ize,2,7
bentari,71,3.13,0.62,ize,7,7
bentazain,2,0.09,0.04,ize,1,9
bentiladore,2,0.09,0.04,ize,2,11
bentilatu,1,0.04,0.02,adi,1,9
bentilazio,1,0.04,0.02,ize,1,10
bentosa,8,0.35,0.13,ize,2,7
bentral,2,0.09,0.04,adj,2,7
bentrikulu,27,1.19,0.34,ize,9,10
bentrilokuo,3,0.13,0.05,adj,1,11
bentta,19,0.84,0.26,ize,7,6
bentura,71,3.13,0.62,ize,9,7
benturatu,9,0.4,0.15,adi,5,9
benturazale,2,0.09,0.04,adj,2,11
benturos,6,0.26,0.1,adj,4,8
bentzeno,16,0.7,0.23,ize,5,8
bentzina,4,0.18,0.07,ize,3,8
bentzitu,9,0.4,0.15,adi,7,8
bentzutu,96,4.23,0.72,adi,15,8
benula,1,0.04,0.02,ize,1,6
benuzer,3,0.13,0.05,ize,2,7
ber,835,36.75,1.58,adb,1,3
bera,86576,3810.66,3.58,era,164,4
beraganatu,2,0.09,0.04,adi,2,10
beragandu,8,0.35,0.13,adi,4,9
beraiek,3810,167.7,2.23,era,31,7
berakatx,2,0.09,0.04,ize,2,8
berakatz,21,0.92,0.28,ize,6,8
berandu,2720,119.72,2.08,adi,29,7
berandura,15,0.66,0.22,adi,1,9
berandutu,183,8.05,0.96,adi,20,9
berandutxo,20,0.88,0.27,adb,2,10
beranduxko,3,0.13,0.05,adb,1,10
beraneante,5,0.22,0.09,adj,2,10
berangar,1,0.04,0.02,adj,1,8
berankeria,1,0.04,0.02,ize,1,10
berankor,20,0.88,0.27,adj,6,8
berankortasun,9,0.4,0.15,ize,2,13
berant,977,43,1.64,adj,28,6
berantarazi,1,0.04,0.02,adi,1,11
berantetsi,139,6.12,0.85,adi,13,10
berantiar,76,3.35,0.64,adj,20,9
berantordu,1,0.04,0.02,ize,1,10
beranxko,3,0.13,0.05,adb,1,8
berar,1,0.04,0.02,adj,1,5
berargitaratu,2,0.09,0.04,adi,2,13
berariaz,226,9.95,1.04,adb,1,8
berariazko,106,4.67,0.75,adj,7,10
berarizko,1,0.04,0.02,adj,1,9
beraska,3,0.13,0.05,ize,2,7
berastegiar,5,0.22,0.09,adj,3,11
berastegitar,2,0.09,0.04,adj,1,12
beratar,39,1.72,0.43,adj,4,7
beratasun,7,0.31,0.12,ize,2,9
beratu,96,4.23,0.72,adi,15,6
beratx,3,0.13,0.05,ize,3,6
beratz,91,4.01,0.7,adj,12,6
berau,1406,61.89,1.8,era,13,5
berauek,231,10.17,1.05,era,12,7
beraz,20262,891.84,2.95,lot,1,5
beraztasun,1,0.04,0.02,ize,1,10
beraztu,7,0.31,0.12,adi,4,7
berba,1440,63.38,1.81,ize,25,5
berbabako,2,0.09,0.04,adj,2,9
berbabide,3,0.13,0.05,ize,3,9
berbadun,3,0.13,0.05,adj,3,8
berbaera,4,0.18,0.07,ize,2,8
berbaitako,1,0.04,0.02,adj,1,10
berbaitan,167,7.35,0.92,adb,2,9
berbakera,16,0.7,0.23,ize,4,9
berbakeria,2,0.09,0.04,ize,2,10
berbako,2,0.09,0.04,adj,2,7
berbakuntza,1,0.04,0.02,ize,1,11
berbalapiko,5,0.22,0.09,ize,2,11
berbalau,3,0.13,0.05,adj,2,8
berbaldi,115,5.06,0.78,ize,16,8
berbaldun,2,0.09,0.04,adj,2,9
berbaleku,1,0.04,0.02,ize,1,9
berbamodu,2,0.09,0.04,ize,2,9
berbarako,16,0.7,0.23,adb,1,9
berbaro,62,2.73,0.57,ize,7,7
berbataiatu,2,0.09,0.04,adi,2,11
berbatsu,7,0.31,0.12,adj,4,8
berbatu,2,0.09,0.04,adi,2,7
berbazaku,2,0.09,0.04,ize,2,9
berbena,34,1.5,0.4,ize,7,7
berbera,2515,110.7,2.05,era,22,7
berberatasun,8,0.35,0.13,ize,4,12
berbere,269,11.84,1.11,ize,21,7
berberetxo,1,0.04,0.02,adj,1,10
berberiar,4,0.18,0.07,adj,2,9
berberoriek,2,0.09,0.04,izr,2,11
berbertan,16,0.7,0.23,adb,1,9
berbertarik,1,0.04,0.02,izr,1,11
berbertatik,2,0.09,0.04,adb,1,11
berbeta,28,1.23,0.35,ize,9,7
berbetan,269,11.84,1.11,adb,1,8
berbete,2,0.09,0.04,adi,2,7
berbideratu,15,0.66,0.22,adi,7,11
berbildu,4,0.18,0.07,adi,2,8
berbizi,6,0.26,0.1,adi,5,7
berbiztu,2,0.09,0.04,adi,1,8
berbo,11,0.48,0.17,ize,6,5
berbots,4,0.18,0.07,ize,4,7
berdadero,31,1.36,0.37,adj,9,9
berdail,2,0.09,0.04,adj,2,7
berdamen,6,0.26,0.1,ize,4,8
berdantza,3,0.13,0.05,ize,3,9
berdate,3,0.13,0.05,ize,1,7
berdats,2,0.09,0.04,adj,2,7
berdatu,27,1.19,0.34,adi,8,7
berdaxka,5,0.22,0.09,adj,3,8
berde,3442,151.5,2.18,adj,63,5
berdefinitu,3,0.13,0.05,adi,2,11
berdegune,155,6.82,0.89,ize,14,9
berdekara,6,0.26,0.1,adj,4,9
berdekeria,6,0.26,0.1,ize,5,10
berdel,83,3.65,0.67,ize,13,6
berdemin,2,0.09,0.04,ize,2,8
berdetasun,48,2.11,0.49,ize,9,10
berdetsu,4,0.18,0.07,adj,3,8
berdetu,23,1.01,0.3,adi,10,7
berdexka,66,2.91,0.59,adj,11,8
berdin,8565,376.99,2.58,adj,46,6
berdinberdin,5,0.22,0.09,adb,3,12
berdindu,1682,74.03,1.88,adi,43,8
berdinez,44,1.94,0.47,adj,1,8
berdingabe,19,0.84,0.26,adj,4,10
berdingaitz,1,0.04,0.02,adj,1,11
berdingarri,1,0.04,0.02,adj,1,11
berdinkatu,2,0.09,0.04,adi,2,10
berdinkeria,4,0.18,0.07,ize,3,11
berdinketa,748,32.92,1.53,ize,19,10
berdinki,16,0.7,0.23,adb,1,8
berdintasun,1302,57.31,1.77,ize,25,11
berdintsu,581,25.57,1.42,adj,29,9
berdintza,182,8.01,0.95,ize,5,9
berdintzaile,10,0.44,0.16,adj,5,12
berdinzale,6,0.26,0.1,adj,3,10
berdinzaletasun,1,0.04,0.02,ize,1,15
berdinzki,13,0.57,0.2,adb,1,9
berdotx,8,0.35,0.13,adj,4,7
berdotz,23,1.01,0.3,adj,8,7
berdoztu,6,0.26,0.1,adi,4,8
berdura,33,1.45,0.39,ize,7,7
berduratu,20,0.88,0.27,adi,8,9
bere,107435,4728.78,3.67,izr,7,4
berealdian,1,0.04,0.02,ize,1,10
berealdiko,93,4.09,0.71,adj,2,10
berealditako,9,0.4,0.15,ize,4,12
berean,15539,683.95,2.84,era,1,6
berebat,109,4.8,0.76,adb,1,7
bereber,33,1.45,0.39,adj,3,7
berebere,4,0.18,0.07,izr,4,8
berebergo,2,0.09,0.04,ize,2,9
berebertasun,6,0.26,0.1,ize,2,12
berebil,20,0.88,0.27,ize,10,7
berebiziko,686,30.19,1.49,adj,6,10
beregain,172,7.57,0.93,adj,8,8
beregaindu,3,0.13,0.05,adi,3,10
beregaineko,7,0.31,0.12,adj,2,11
beregainezko,3,0.13,0.05,adj,1,12
beregainki,42,1.85,0.45,adb,1,10
beregaintasun,55,2.42,0.53,ize,7,13
bereganatu,1733,76.28,1.89,adi,34,10
beregandu,5,0.22,0.09,adi,4,9
beregenatu,2,0.09,0.04,adi,2,10
berehala,8037,353.75,2.55,adb,1,8
berehalako,327,14.39,1.19,adj,10,10
berehalakoan,294,12.94,1.14,adb,1,12
berehalakotasun,14,0.62,0.21,ize,4,15
berehalatik,10,0.44,0.16,adb,1,11
berehalaxe,510,22.45,1.37,adb,1,10
berehalaxeko,1,0.04,0.02,adj,1,12
berehalaxetik,1,0.04,0.02,adb,1,13
bereixi,6,0.26,0.1,adi,4,7
bereiz,1,0.04,0.02,adb,1,6
bereizezin,15,0.66,0.22,adj,5,10
bereizgabe,6,0.26,0.1,adj,3,10
bereizgaitz,5,0.22,0.09,adj,3,11
bereizgarri,306,13.47,1.16,adj,23,11
bereizgarritasun,15,0.66,0.22,ize,6,16
bereizi,1719,75.66,1.88,adi,30,7
bereiziezin,12,0.53,0.18,adj,4,11
bereizitasun,2,0.09,0.04,ize,2,12
bereizitu,2,0.09,0.04,adi,2,9
bereizkeria,60,2.64,0.56,ize,12,11
bereizketa,753,33.14,1.53,ize,20,10
bereizkuntza,230,10.12,1.05,ize,14,12
bereizle,37,1.63,0.42,adj,5,8
bereizmen,31,1.36,0.37,ize,7,9
bereizpen,5,0.22,0.09,ize,4,9
bereiztasun,8,0.35,0.13,ize,6,11
bereiztezin,39,1.72,0.43,adj,6,11
bereiztu,2590,114,2.06,adi,37,8
berekasa,12,0.53,0.18,adb,2,8
bereki,6,0.26,0.1,adj,4,6
berekiko,142,6.25,0.86,adb,1,8
berekilako,6,0.26,0.1,adj,3,10
berekitasun,72,3.17,0.62,ize,13,11
berekoi,141,6.21,0.86,adj,17,7
berekoikeria,62,2.73,0.57,ize,13,12
berekoitasun,8,0.35,0.13,ize,5,12
berekoitu,1,0.04,0.02,adi,1,9
berenaz,158,6.95,0.9,era,1,7
berenber,2,0.09,0.04,adb,1,8
berenberegi,1,0.04,0.02,adb,1,11
berendia,65,2.86,0.59,ize,8,8
berendu,7,0.31,0.12,adi,3,7
berenez,27,1.19,0.34,adb,1,7
berengain,3,0.13,0.05,adb,1,9
berenganatu,122,5.37,0.8,adj,12,11
berenjena,12,0.53,0.18,ize,5,9
berepean,1,0.04,0.02,adb,1,8
bereratu,8,0.35,0.13,adi,5,8
beretar,58,2.55,0.55,adj,15,7
beretasun,3,0.13,0.05,ize,2,9
bereter,12,0.53,0.18,ize,4,7
beretik,1589,69.94,1.85,era,1,7
beretsu,121,5.33,0.8,izr,18,7
beretter,31,1.36,0.37,ize,9,8
beretu,313,13.78,1.17,adi,15,6
berex,57,2.51,0.55,adb,1,5
berexgo,4,0.18,0.07,ize,3,7
berexi,326,14.35,1.19,adj,13,6
berexka,3,0.13,0.05,adj,2,7
berexkeria,2,0.09,0.04,ize,2,10
berexketa,8,0.35,0.13,ize,4,9
berexko,2,0.09,0.04,adj,1,7
berexkunde,7,0.31,0.12,ize,4,10
berexkuntza,26,1.14,0.33,ize,6,11
berexle,3,0.13,0.05,ize,2,7
berexte,37,1.63,0.42,adi,10,7
berextegi,3,0.13,0.05,ize,2,9
berez,3076,135.39,2.13,adb,1,5
berezi,10528,463.39,2.67,adi,98,6
bereziki,5339,235,2.37,adb,2,8
berezikiro,1,0.04,0.02,adb,1,10
berezilari,6,0.26,0.1,ize,3,10
berezitarzun,2,0.09,0.04,ize,2,12
berezitasun,742,32.66,1.53,ize,28,11
berezitu,83,3.65,0.67,adi,13,8
berezki,3,0.13,0.05,adb,2,7
berezko,2010,88.47,1.95,izr,37,7
berezkotasun,52,2.29,0.52,ize,11,12
berfinkatu,3,0.13,0.05,adi,3,10
berga,6,0.26,0.1,ize,1,5
bergamota,1,0.04,0.02,ize,1,9
bergantin,6,0.26,0.1,ize,5,9
bergarar,30,1.32,0.37,adj,7,8
bergisan,4,0.18,0.07,adb,1,8
bergizarteratu,76,3.35,0.64,adi,12,14
bergogoratu,2,0.09,0.04,adi,1,11
berhala,1,0.04,0.02,adb,1,7
beriberi,1,0.04,0.02,ize,1,8
beribil,178,7.83,0.95,ize,17,7
berilio,12,0.53,0.18,ize,5,7
berilo,4,0.18,0.07,ize,2,6
berina,114,5.02,0.78,ize,23,6
berinaki,8,0.35,0.13,ize,4,8
berinetxola,2,0.09,0.04,ize,2,11
berinki,1,0.04,0.02,adb,1,7
berjabe,2,0.09,0.04,adj,1,7
berlina,34,1.5,0.4,ize,8,7
berlindar,20,0.88,0.27,adj,6,9
berma,4,0.18,0.07,ize,2,5
bermadura,1,0.04,0.02,ize,1,9
bermagailu,1,0.04,0.02,ize,1,10
bermagarri,2,0.09,0.04,adj,1,10
bermaleku,3,0.13,0.05,ize,2,9
bermaneran,1,0.04,0.02,adb,1,10
bermantza,4,0.18,0.07,ize,4,9
bermapean,1,0.04,0.02,adb,1,9
bermapuntu,7,0.31,0.12,ize,4,10
bermatu,3688,162.33,2.21,adi,37,7
bermatzaile,27,1.19,0.34,ize,4,11
berme,1550,68.22,1.84,ize,27,5
bermeoar,1,0.04,0.02,adj,1,8
bermeotar,54,2.38,0.53,adj,10,9
bermepean,37,1.63,0.42,adb,1,9
bermepeko,3,0.13,0.05,adj,1,9
bermiloi,3,0.13,0.05,adj,3,8
bermoldaketa,4,0.18,0.07,ize,4,12
bermoldatu,13,0.57,0.2,adi,7,10
bermuda,3,0.13,0.05,ize,2,7
bermut,34,1.5,0.4,ize,5,6
berna,191,8.41,0.97,ize,11,5
bernahezur,3,0.13,0.05,ize,3,10
bernakulo,2,0.09,0.04,ize,2,9
bernardotar,2,0.09,0.04,adj,2,11
bernatxondo,2,0.09,0.04,ize,2,11
bernazaki,1,0.04,0.02,ize,1,9
bernazur,2,0.09,0.04,ize,2,8
bernezur,2,0.09,0.04,ize,2,8
berniz,74,3.26,0.63,ize,13,6
bernizadura,3,0.13,0.05,ize,2,11
bernizatu,33,1.45,0.39,adi,14,9
bernizatzaile,1,0.04,0.02,adj,1,13
